usage_start_date,billing_account_id,project_id,project_name,environment,team,service_description,sku_description,resource_name,location,usage_amount,usage_unit,cost,credits,net_cost,labels
2026-01-17,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Logging,Log Ingestion,logging-dev,asia-southeast1,58.85,GiB,13.38,0,13.38,env=analytics;team=data-platform;owner=portfolio
2026-01-17,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Logging,Log Ingestion,logging-dev,us-central1,342.65,GiB,42.68,0,42.68,env=production;team=retail-platform;owner=portfolio
2026-01-18,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,Persistent Disk SSD,gce-web-02,asia-southeast1,389.9,hour,135.8,-13.58,122.22,env=shared;team=shared-services;owner=portfolio
2026-01-18,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,VM Instance Core,gce-batch-large,asia-southeast1,1413.47,hour,389.04,-0.0,389.04,env=development;team=retail-platform;owner=portfolio
2026-01-18,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,VM Instance Core,gce-web-01,asia-southeast2,268.4,hour,30.51,-1.53,28.98,env=shared;team=shared-services;owner=portfolio
2026-01-18,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Storage,bq-marketing-mart,asia-southeast1,305.98,GiB-month,80.4,-0.0,80.4,env=production;team=retail-platform;owner=portfolio
2026-01-18,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,VM Instance Core,gce-dev-test,asia-southeast1,463.06,hour,74.57,-0.0,74.57,env=shared;team=shared-services;owner=portfolio
2026-01-18,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Run,vCPU,run-payment-api,us-central1,80.68,hour,22.52,0,22.52,env=production;team=retail-platform;owner=portfolio
2026-01-19,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,VM Instance Core,gce-batch-large,asia-southeast1,3900.14,hour,232.3,-0.0,232.3,env=development;team=retail-platform;owner=portfolio
2026-01-19,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Storage,Standard Storage,gcs-raw-data,asia-southeast1,27.45,GiB-month,5.72,0,5.72,env=production;team=retail-platform;owner=portfolio
2026-01-19,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Storage,bq-marketing-mart,asia-southeast1,358.65,GiB-month,96.99,-9.7,87.29,env=production;team=retail-platform;owner=portfolio
2026-01-19,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Analysis Slots,bq-marketing-mart,asia-southeast2,236.25,GiB-month,53.57,-5.36,48.21,env=analytics;team=data-platform;owner=portfolio
2026-01-19,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud SQL,PostgreSQL CPU,sql-orders-prod,asia-southeast2,592.53,hour,88.28,0,88.28,env=analytics;team=data-platform;owner=portfolio
2026-01-19,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-payment-api,asia-southeast2,49.08,hour,13.37,0,13.37,env=analytics;team=data-platform;owner=portfolio
2026-01-19,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Analysis Slots,bq-raw-events,us-central1,268.07,GiB-month,61.01,-0.0,61.01,env=production;team=retail-platform;owner=portfolio
2026-01-20,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud SQL,PostgreSQL CPU,sql-user-dev,us-central1,888.58,hour,66.79,0,66.79,env=analytics;team=data-platform;owner=portfolio
2026-01-20,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Logging,Log Ingestion,logging-shared,asia-southeast1,426.45,GiB,54.81,0,54.81,env=development;team=retail-platform;owner=portfolio
2026-01-20,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,Persistent Disk SSD,gce-web-02,us-central1,569.05,hour,140.57,-7.03,133.54,env=development;team=retail-platform;owner=portfolio
2026-01-20,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Storage,Standard Storage,gcs-backup-prod,asia-southeast2,541.34,GiB-month,42.02,0,42.02,env=production;team=retail-platform;owner=portfolio
2026-01-20,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Storage,bq-marketing-mart,asia-southeast1,1211.82,GiB-month,73.17,-0.0,73.17,env=development;team=retail-platform;owner=portfolio
2026-01-20,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Run,vCPU,run-payment-api,us-central1,99.45,hour,14.6,0,14.6,env=shared;team=shared-services;owner=portfolio
2026-01-20,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Analysis Slots,bq-marketing-mart,us-central1,720.88,GiB-month,106.16,-0.0,106.16,env=development;team=retail-platform;owner=portfolio
2026-01-20,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,Persistent Disk SSD,gce-batch-large,us-central1,1351.55,hour,125.79,-0.0,125.79,env=analytics;team=data-platform;owner=portfolio
2026-01-21,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,VM Instance Core,gce-web-01,us-central1,199.19,hour,38.72,-0.0,38.72,env=analytics;team=data-platform;owner=portfolio
2026-01-21,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Storage,Standard Storage,gcs-backup-prod,asia-southeast1,122.3,GiB-month,20.65,0,20.65,env=analytics;team=data-platform;owner=portfolio
2026-01-21,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-reporting,asia-southeast2,1604.97,hour,320.42,0,320.42,env=development;team=retail-platform;owner=portfolio
2026-01-21,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Storage,bq-marketing-mart,asia-southeast2,531.85,GiB-month,62.21,-6.22,55.99,env=analytics;team=data-platform;owner=portfolio
2026-01-21,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud SQL,PostgreSQL CPU,sql-orders-prod,us-central1,232.33,hour,77.37,0,77.37,env=analytics;team=data-platform;owner=portfolio
2026-01-21,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,BigQuery,Storage,bq-analytics-dwh,asia-southeast1,124.36,GiB-month,37.63,-0.0,37.63,env=shared;team=shared-services;owner=portfolio
2026-01-21,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Storage,Standard Storage,gcs-archive-temp,asia-southeast1,45.22,GiB-month,5.85,0,5.85,env=development;team=retail-platform;owner=portfolio
2026-01-21,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Storage,Standard Storage,gcs-archive-temp,asia-southeast2,132.84,GiB-month,43.98,0,43.98,env=shared;team=shared-services;owner=portfolio
2026-01-21,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-report-api,asia-southeast2,52.2,hour,16.54,0,16.54,env=development;team=retail-platform;owner=portfolio
2026-01-21,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud SQL,PostgreSQL CPU,sql-orders-prod,us-central1,455.25,hour,87.34,0,87.34,env=analytics;team=data-platform;owner=portfolio
2026-01-22,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,VM Instance Core,gce-batch-large,us-central1,1359.27,hour,166.26,-16.63,149.63,env=shared;team=shared-services;owner=portfolio
2026-01-22,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,VM Instance Core,gce-dev-test,us-central1,1836.21,hour,91.42,-0.0,91.42,env=development;team=retail-platform;owner=portfolio
2026-01-22,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Storage,bq-analytics-dwh,us-central1,481.52,GiB-month,124.61,-0.0,124.61,env=production;team=retail-platform;owner=portfolio
2026-01-22,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-reporting,us-central1,564.03,hour,174.27,0,174.27,env=development;team=retail-platform;owner=portfolio
2026-01-22,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Logging,Log Ingestion,logging-prod,us-central1,166.72,GiB,43.1,0,43.1,env=analytics;team=data-platform;owner=portfolio
2026-01-22,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-user-dev,asia-southeast1,340.59,hour,53.71,0,53.71,env=shared;team=shared-services;owner=portfolio
2026-01-22,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Analysis Slots,bq-marketing-mart,us-central1,1123.41,GiB-month,115.31,-0.0,115.31,env=analytics;team=data-platform;owner=portfolio
2026-01-23,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Analysis Slots,bq-analytics-dwh,asia-southeast1,843.83,GiB-month,120.15,-12.02,108.14,env=analytics;team=data-platform;owner=portfolio
2026-01-23,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Analysis Slots,bq-analytics-dwh,us-central1,1977.93,GiB-month,276.04,-13.8,262.24,env=production;team=retail-platform;owner=portfolio
2026-01-23,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,Persistent Disk SSD,gce-dev-test,asia-southeast2,178.0,hour,58.65,-0.0,58.65,env=production;team=retail-platform;owner=portfolio
2026-01-23,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Logging,Log Ingestion,logging-prod,asia-southeast1,444.07,GiB,32.53,0,32.53,env=shared;team=shared-services;owner=portfolio
2026-01-23,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Logging,Log Ingestion,logging-shared,asia-southeast2,173.87,GiB,13.03,0,13.03,env=analytics;team=data-platform;owner=portfolio
2026-01-23,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Storage,Standard Storage,gcs-archive-temp,asia-southeast1,119.26,GiB-month,36.42,0,36.42,env=shared;team=shared-services;owner=portfolio
2026-01-23,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-orders-prod,asia-southeast1,472.81,hour,75.13,0,75.13,env=shared;team=shared-services;owner=portfolio
2026-01-24,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Storage,Standard Storage,gcs-archive-temp,asia-southeast1,227.97,GiB-month,30.8,0,30.8,env=analytics;team=data-platform;owner=portfolio
2026-01-24,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,Persistent Disk SSD,gce-batch-large,us-central1,552.95,hour,151.94,-15.19,136.74,env=analytics;team=data-platform;owner=portfolio
2026-01-24,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Storage,bq-raw-events,us-central1,1803.69,GiB-month,106.68,-0.0,106.68,env=development;team=retail-platform;owner=portfolio
2026-01-24,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Analysis Slots,bq-analytics-dwh,us-central1,834.37,GiB-month,150.66,-0.0,150.66,env=development;team=retail-platform;owner=portfolio
2026-01-24,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Logging,Log Ingestion,logging-shared,us-central1,167.61,GiB,45.46,0,45.46,env=shared;team=shared-services;owner=portfolio
2026-01-24,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,VM Instance Core,gce-legacy-reporting,asia-southeast2,1182.2,hour,113.25,-11.32,101.92,env=production;team=retail-platform;owner=portfolio
2026-01-24,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-user-dev,asia-southeast1,411.52,hour,33.43,0,33.43,env=shared;team=shared-services;owner=portfolio
2026-01-25,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-report-api,asia-southeast1,111.81,hour,29.4,0,29.4,env=development;team=retail-platform;owner=portfolio
2026-01-25,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,BigQuery,Storage,bq-analytics-dwh,asia-southeast2,643.81,GiB-month,73.78,-0.0,73.78,env=shared;team=shared-services;owner=portfolio
2026-01-25,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,VM Instance Core,gce-legacy-reporting,asia-southeast1,2283.71,hour,190.56,-0.0,190.56,env=production;team=retail-platform;owner=portfolio
2026-01-25,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-reporting,asia-southeast2,760.89,hour,101.32,0,101.32,env=development;team=retail-platform;owner=portfolio
2026-01-25,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-report-api,asia-southeast2,141.98,hour,24.0,0,24.0,env=development;team=retail-platform;owner=portfolio
2026-01-26,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,BigQuery,Analysis Slots,bq-raw-events,us-central1,306.4,GiB-month,104.18,-10.42,93.76,env=shared;team=shared-services;owner=portfolio
2026-01-26,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-order-api,asia-southeast2,41.7,hour,12.39,0,12.39,env=development;team=retail-platform;owner=portfolio
2026-01-26,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-report-api,asia-southeast2,172.01,hour,18.45,0,18.45,env=analytics;team=data-platform;owner=portfolio
2026-01-26,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Storage,Standard Storage,gcs-raw-data,us-central1,134.56,GiB-month,34.4,0,34.4,env=analytics;team=data-platform;owner=portfolio
2026-01-26,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-order-api,asia-southeast1,60.61,hour,12.06,0,12.06,env=development;team=retail-platform;owner=portfolio
2026-01-26,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,Persistent Disk SSD,gce-legacy-reporting,us-central1,2620.51,hour,316.66,-0.0,316.66,env=shared;team=shared-services;owner=portfolio
2026-01-26,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Storage,Standard Storage,gcs-raw-data,asia-southeast1,189.16,GiB-month,27.36,0,27.36,env=shared;team=shared-services;owner=portfolio
2026-01-27,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Logging,Log Ingestion,logging-prod,asia-southeast2,141.92,GiB,49.25,0,49.25,env=shared;team=shared-services;owner=portfolio
2026-01-27,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,Persistent Disk SSD,gce-web-01,us-central1,827.87,hour,128.89,-12.89,116.0,env=production;team=retail-platform;owner=portfolio
2026-01-27,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Logging,Log Ingestion,logging-prod,us-central1,1187.9,GiB,53.83,0,53.83,env=shared;team=shared-services;owner=portfolio
2026-01-27,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,BigQuery,Analysis Slots,bq-analytics-dwh,asia-southeast1,1140.36,GiB-month,177.49,-0.0,177.49,env=shared;team=shared-services;owner=portfolio
2026-01-27,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,BigQuery,Storage,bq-raw-events,asia-southeast1,524.19,GiB-month,86.82,-0.0,86.82,env=shared;team=shared-services;owner=portfolio
2026-01-27,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,VM Instance Core,gce-web-01,asia-southeast2,380.53,hour,120.78,-0.0,120.78,env=shared;team=shared-services;owner=portfolio
2026-01-27,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Storage,bq-raw-events,asia-southeast1,679.16,GiB-month,64.93,-0.0,64.93,env=development;team=retail-platform;owner=portfolio
2026-01-27,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Storage,bq-raw-events,us-central1,404.88,GiB-month,101.17,-10.12,91.06,env=production;team=retail-platform;owner=portfolio
2026-01-27,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-report-api,asia-southeast2,166.85,hour,29.28,0,29.28,env=analytics;team=data-platform;owner=portfolio
2026-01-27,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-payment-api,us-central1,68.8,hour,11.96,0,11.96,env=analytics;team=data-platform;owner=portfolio
2026-01-28,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,Persistent Disk SSD,gce-dev-test,asia-southeast1,248.76,hour,66.99,-0.0,66.99,env=shared;team=shared-services;owner=portfolio
2026-01-28,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,Persistent Disk SSD,gce-web-01,us-central1,134.89,hour,28.69,-2.87,25.82,env=analytics;team=data-platform;owner=portfolio
2026-01-28,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,Persistent Disk SSD,gce-web-01,asia-southeast2,248.6,hour,39.83,-3.98,35.85,env=shared;team=shared-services;owner=portfolio
2026-01-28,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Analysis Slots,bq-raw-events,asia-southeast2,222.52,GiB-month,29.58,-2.96,26.62,env=development;team=retail-platform;owner=portfolio
2026-01-28,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Storage,Standard Storage,gcs-raw-data,us-central1,180.02,GiB-month,29.28,0,29.28,env=analytics;team=data-platform;owner=portfolio
2026-01-28,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-user-dev,asia-southeast2,381.51,hour,127.29,0,127.29,env=shared;team=shared-services;owner=portfolio
2026-01-28,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-orders-prod,asia-southeast1,850.8,hour,97.97,0,97.97,env=shared;team=shared-services;owner=portfolio
2026-01-28,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-payment-api,asia-southeast1,62.87,hour,21.09,0,21.09,env=analytics;team=data-platform;owner=portfolio
2026-01-28,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Logging,Log Ingestion,logging-dev,asia-southeast1,76.47,GiB,10.24,0,10.24,env=development;team=retail-platform;owner=portfolio
2026-01-29,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-payment-api,us-central1,63.61,hour,16.19,0,16.19,env=development;team=retail-platform;owner=portfolio
2026-01-29,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-reporting,asia-southeast2,276.6,hour,66.54,0,66.54,env=production;team=retail-platform;owner=portfolio
2026-01-29,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-user-dev,asia-southeast1,953.0,hour,103.42,0,103.42,env=shared;team=shared-services;owner=portfolio
2026-01-29,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Logging,Log Ingestion,logging-shared,asia-southeast2,72.84,GiB,24.63,0,24.63,env=shared;team=shared-services;owner=portfolio
2026-01-29,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-user-dev,asia-southeast2,341.57,hour,61.57,0,61.57,env=development;team=retail-platform;owner=portfolio
2026-01-29,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,VM Instance Core,gce-web-01,asia-southeast1,146.77,hour,30.98,-0.0,30.98,env=analytics;team=data-platform;owner=portfolio
2026-01-29,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Logging,Log Ingestion,logging-prod,asia-southeast1,131.77,GiB,41.34,0,41.34,env=shared;team=shared-services;owner=portfolio
2026-01-29,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Run,vCPU,run-order-api,asia-southeast2,12.09,hour,3.75,0,3.75,env=shared;team=shared-services;owner=portfolio
2026-01-29,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud SQL,PostgreSQL CPU,sql-orders-prod,us-central1,350.36,hour,80.41,0,80.41,env=analytics;team=data-platform;owner=portfolio
2026-01-29,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-user-dev,asia-southeast2,1495.76,hour,99.13,0,99.13,env=production;team=retail-platform;owner=portfolio
2026-01-30,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Storage,bq-marketing-mart,us-central1,555.39,GiB-month,54.2,-5.42,48.78,env=production;team=retail-platform;owner=portfolio
2026-01-30,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Analysis Slots,bq-marketing-mart,asia-southeast1,420.83,GiB-month,34.65,-3.46,31.18,env=development;team=retail-platform;owner=portfolio
2026-01-30,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Run,vCPU,run-report-api,asia-southeast2,164.55,hour,17.83,0,17.83,env=shared;team=shared-services;owner=portfolio
2026-01-30,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Storage,bq-raw-events,us-central1,788.14,GiB-month,96.98,-0.0,96.98,env=analytics;team=data-platform;owner=portfolio
2026-01-30,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,VM Instance Core,gce-legacy-reporting,asia-southeast2,2307.04,hour,280.24,-28.02,252.22,env=analytics;team=data-platform;owner=portfolio
2026-01-30,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,Persistent Disk SSD,gce-web-02,asia-southeast2,196.62,hour,55.7,-0.0,55.7,env=shared;team=shared-services;owner=portfolio
2026-01-30,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-reporting,us-central1,748.86,hour,258.73,0,258.73,env=production;team=retail-platform;owner=portfolio
2026-01-31,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-order-api,us-central1,30.29,hour,8.99,0,8.99,env=development;team=retail-platform;owner=portfolio
2026-01-31,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Logging,Log Ingestion,logging-prod,us-central1,708.2,GiB,48.77,0,48.77,env=shared;team=shared-services;owner=portfolio
2026-01-31,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud SQL,PostgreSQL CPU,sql-user-dev,us-central1,583.6,hour,106.28,0,106.28,env=analytics;team=data-platform;owner=portfolio
2026-01-31,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,Persistent Disk SSD,gce-dev-test,asia-southeast1,373.54,hour,80.5,-0.0,80.5,env=analytics;team=data-platform;owner=portfolio
2026-01-31,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,VM Instance Core,gce-web-01,asia-southeast1,118.41,hour,41.14,-0.0,41.14,env=analytics;team=data-platform;owner=portfolio
2026-02-01,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Storage,Standard Storage,gcs-raw-data,asia-southeast2,32.46,GiB-month,7.83,0,7.83,env=development;team=retail-platform;owner=portfolio
2026-02-01,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Storage,Standard Storage,gcs-archive-temp,asia-southeast2,380.53,GiB-month,30.87,0,30.87,env=shared;team=shared-services;owner=portfolio
2026-02-01,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,VM Instance Core,gce-web-01,asia-southeast2,1770.04,hour,119.82,-11.98,107.84,env=shared;team=shared-services;owner=portfolio
2026-02-01,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-user-dev,us-central1,1234.88,hour,104.08,0,104.08,env=production;team=retail-platform;owner=portfolio
2026-02-01,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Analysis Slots,bq-marketing-mart,asia-southeast2,558.83,GiB-month,37.37,-0.0,37.37,env=production;team=retail-platform;owner=portfolio
2026-02-01,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,Persistent Disk SSD,gce-dev-test,us-central1,587.85,hour,124.36,-0.0,124.36,env=development;team=retail-platform;owner=portfolio
2026-02-02,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,VM Instance Core,gce-batch-large,asia-southeast2,721.54,hour,139.56,-0.0,139.56,env=analytics;team=data-platform;owner=portfolio
2026-02-02,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Logging,Log Ingestion,logging-shared,us-central1,32.14,GiB,9.86,0,9.86,env=development;team=retail-platform;owner=portfolio
2026-02-02,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-reporting,asia-southeast2,3723.74,hour,194.92,0,194.92,env=shared;team=shared-services;owner=portfolio
2026-02-02,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Storage,Standard Storage,gcs-archive-temp,asia-southeast2,244.66,GiB-month,21.37,0,21.37,env=shared;team=shared-services;owner=portfolio
2026-02-02,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,Persistent Disk SSD,gce-dev-test,asia-southeast1,1098.49,hour,149.56,-0.0,149.56,env=analytics;team=data-platform;owner=portfolio
2026-02-02,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,VM Instance Core,gce-web-02,us-central1,511.25,hour,39.38,-0.0,39.38,env=development;team=retail-platform;owner=portfolio
2026-02-02,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,VM Instance Core,gce-web-02,asia-southeast2,350.01,hour,93.53,-4.68,88.85,env=development;team=retail-platform;owner=portfolio
2026-02-02,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-user-dev,asia-southeast1,564.16,hour,85.55,0,85.55,env=production;team=retail-platform;owner=portfolio
